manufactory;product_name;segment;category;subcategory;Product ID;Product Available (Inventory)
Panasonic;Panasonic KX TS3282W Corded phone;Home Office;Technology;Phones;1207;267
Dixon;Dixon Ticonderoga Maple Cedar Pencil, #2;Consumer;Office Supplies;Art;1624;213
Avery;Avery 483;Consumer;Office Supplies;Labels;98;322
Acme;Acme Forged Steel Scissors with Black Enamel Handles;Consumer;Office Supplies;Supplies;140;32
SAFCO;SAFCO Commercial Wire Shelving, Black;Consumer;Office Supplies;Storage;331;423
Anker;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand;Consumer;Technology;Accessories;1240;170
Deflect-o;Deflect-o EconoMat Nonstudded, No Bevel Mat;Corporate;Furniture;Furnishings;1222;358
Other;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;Corporate;Technology;Phones;389;334
Other;Bush Westfield Collection Bookcases, Fully Assembled;Corporate;Furniture;Bookcases;1669;386
Eldon;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;Corporate;Office Supplies;Storage;833;322
SAFCO;Safco Industrial Wire Shelving;Home Office;Office Supplies;Storage;1059;50
Global;Global Troy Executive Leather Low-Back Tilter;Consumer;Furniture;Chairs;609;307
GBC;GBC DocuBind P50 Personal Binding Machine;Consumer;Office Supplies;Binders;714;236
Avery;Avery File Folder Labels;Consumer;Office Supplies;Labels;350;478
Space Solutions;Space Solutions HD Industrial Steel Shelving.;Consumer;Office Supplies;Storage;75;271
Kensington;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;Consumer;Technology;Accessories;1487;454
Hoover;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;Home Office;Office Supplies;Appliances;1162;30
Other;Personal Folder Holder, Ebony;Consumer;Office Supplies;Storage;330;16
Samsung;Samsung Replacement EH64AVFWE Premium Headset;Consumer;Technology;Phones;1739;461
Dixon;DIXON Oriole Pencils;Consumer;Office Supplies;Art;492;85
Nokia;Nokia Lumia 925;Corporate;Technology;Phones;1811;339
KeyTronic;KeyTronic 6101 Series - Keyboard - Black;Home Office;Technology;Accessories;526;447
Other;"""While you Were Out"" Message Book, One Form per Page";Consumer;Office Supplies;Paper;1829;94
Tennsco;Tennsco Double-Tier Lockers;Consumer;Office Supplies;Storage;1002;126
ACCOHIDE;Accohide Poly Flexible Ring Binders;Corporate;Office Supplies;Binders;949;67
SanDisk;SanDisk Cruzer 32 GB USB Flash Drive;Corporate;Technology;Accessories;735;366
Epson;Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop;Corporate;Technology;Machines;761;13
3M;3M Organizer Strips;Consumer;Office Supplies;Binders;1067;35
Other;Security-Tint Envelopes;Home Office;Office Supplies;Envelopes;464;96
Newell;Newell 347;Consumer;Office Supplies;Art;342;101
Boston;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;Consumer;Office Supplies;Art;1029;320
Other;V7 USB Numeric Keypad;Consumer;Technology;Accessories;1645;137
Other;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;Corporate;Office Supplies;Storage;973;230
Other;Prestige Round Ring Binders;Consumer;Office Supplies;Binders;757;31
Other;PureGear Roll-On Screen Protector;Consumer;Technology;Phones;1289;243
Wilson Jones;Wilson Jones Legal Size Ring Binders;Consumer;Office Supplies;Binders;372;496
Global;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;Corporate;Furniture;Chairs;249;218
Tenex;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";Consumer;Furniture;Furnishings;1440;264
Howard Miller;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";Consumer;Furniture;Furnishings;1053;225
Eldon;Eldon Shelf Savers Cubes and Bins;Consumer;Office Supplies;Storage;133;40
Tenex;"Tenex ""The Solids"" Textured Chair Mats";Consumer;Furniture;Furnishings;1329;446
Xerox;Xerox 1933;Consumer;Office Supplies;Paper;370;182
Fellowes;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Consumer;Office Supplies;Storage;57;135
Plantronics;Plantronics Encore H101 Dual Earpieces Headset;Consumer;Technology;Phones;419;454
Newell;Newell 328;Home Office;Office Supplies;Art;1758;175
Hewlett-Packard;Hewlett-Packard 300S Scientific Calculator;Home Office;Technology;Machines;1815;396
iOttie;iOttie HLCRIO102 Car Mount;Consumer;Technology;Phones;588;127
Other;Prestige Round Ring Binders;Corporate;Office Supplies;Binders;757;95
DAX;DAX Cubicle Frames - 8x10;Consumer;Furniture;Furnishings;924;419
Other;Bady BDG101FRU Card Printer;Corporate;Technology;Machines;1227;221
Tennsco;Tennsco Regal Shelving Units;Consumer;Office Supplies;Storage;972;50
Eldon;Eldon Image Series Black Desk Accessories;Consumer;Furniture;Furnishings;61;403
Eldon;Eldon Radial Chair Mat for Low to Medium Pile Carpets;Consumer;Furniture;Furnishings;1097;337
Other;Tops Green Bar Computer Printout Paper;Consumer;Office Supplies;Paper;900;119
Panasonic;Panasonic KP-380BK Classic Electric Pencil Sharpener;Corporate;Office Supplies;Art;1340;360
Logitech;Logitech Media Keyboard K200;Corporate;Technology;Accessories;1571;484
Hewlett-Packard;Hewlett Packard 610 Color Digital Copier / Printer;Corporate;Technology;Copiers;940;105
Xerox;Xerox 1938;Consumer;Office Supplies;Paper;1844;440
Plantronics;Plantronics S12 Corded Telephone Headset System;Consumer;Technology;Accessories;31;303
Angle-D;Angle-D Binders with Locking Rings, Label Holders;Consumer;Office Supplies;Binders;766;328
Cardinal;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;Corporate;Office Supplies;Binders;592;10
Atlantic;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;Consumer;Furniture;Bookcases;1646;197
Other;Deluxe Rollaway Locking File with Drawer;Corporate;Office Supplies;Storage;1265;67
Stanley;Stanley Bostitch Contemporary Electric Pencil Sharpeners;Consumer;Office Supplies;Art;1606;358
Logitech;Logitech Illuminated - Keyboard;Consumer;Technology;Accessories;941;81
Howard Miller;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Consumer;Furniture;Furnishings;316;358
Xerox;Xerox 1905;Consumer;Office Supplies;Paper;1757;4
Avery;Avery Reinforcements for Hole-Punch Pages;Corporate;Office Supplies;Binders;1506;172
Wirebound;Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper;Corporate;Office Supplies;Paper;1824;141
Logitech;Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology;Corporate;Technology;Accessories;1165;147
Panasonic;Panasonic KX - TS880B Telephone;Corporate;Technology;Phones;1802;174
Bionaire;Bionaire 99.97% HEPA Air Cleaner;Consumer;Office Supplies;Appliances;1123;38
Canon;Canon imageCLASS 2200 Advanced Copier;Consumer;Technology;Copiers;1695;77
Acco;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;Corporate;Office Supplies;Appliances;1408;191
Ibico;Ibico Plastic and Wire Spiral Binding Combs;Corporate;Office Supplies;Binders;250;339
Xerox;Xerox 211;Corporate;Office Supplies;Paper;279;424
Xerox;Xerox 221;Corporate;Office Supplies;Paper;1037;460
Tennsco;Tennsco Commercial Shelving;Corporate;Office Supplies;Storage;202;223
Belkin;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;Consumer;Technology;Phones;1455;19
GE;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;Corporate;Furniture;Furnishings;1670;473
Avery;Avery 487;Corporate;Office Supplies;Labels;1160;313
Other;Companion Letter/Legal File, Black;Corporate;Office Supplies;Storage;1127;200
Decoflex;Decoflex Hanging Personal Folder File, Blue;Corporate;Office Supplies;Storage;847;280
Wilson Jones;"Wilson Jones 1"" Hanging DublLock Ring Binders";Consumer;Office Supplies;Binders;522;182
OIC;Binder Clips by OIC;Consumer;Office Supplies;Fasteners;293;184
Fellowes;Fellowes Bankers Box Stor/Drawer Steel Plus;Consumer;Office Supplies;Storage;557;134
Eldon;Eldon Portable Mobile Manager;Consumer;Office Supplies;Storage;368;189
Imation;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;Consumer;Technology;Accessories;1036;101
C-Line;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;Home Office;Furniture;Furnishings;1658;143
BIC;BIC Liqua Brite Liner;Corporate;Office Supplies;Art;1696;209
Global;Global Highback Leather Tilter in Burgundy;Consumer;Furniture;Chairs;21;64
Peel & Seel;Peel & Seel Recycled Catalog Envelopes, Brown;Consumer;Office Supplies;Envelopes;1068;246
Xerox;Xerox 194;Consumer;Office Supplies;Paper;278;452
Staple remover;Staple remover;Consumer;Office Supplies;Supplies;490;6
3M;3M Polarizing Task Lamp with Clamp Arm, Light Gray;Consumer;Furniture;Furnishings;777;313
GBC;GBC Imprintable Covers;Consumer;Office Supplies;Binders;1266;189
Other;Lock-Up Easel 'Spel-Binder';Consumer;Office Supplies;Binders;1168;171
Other;OIC Binder Clips;Consumer;Office Supplies;Fasteners;501;340
Bush;Bush Andora Conference Table, Maple/Graphite Gray Finish;Corporate;Furniture;Tables;1598;487
Other;Peel-Off China Markers;Corporate;Office Supplies;Art;242;42
Square;Square Credit Card Reader;Consumer;Technology;Phones;355;416
Executive Impressions;"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock";Consumer;Furniture;Furnishings;491;141
Other;File Shuttle II and Handi-File, Black;Consumer;Office Supplies;Storage;868;469
Global;Global Wood Trimmed Manager's Task Chair, Khaki;Consumer;Furniture;Chairs;942;199
Avery;Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink;Consumer;Office Supplies;Art;867;475
Fellowes;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Consumer;Office Supplies;Binders;1022;285
Other;Lifetime Advantage Folding Chairs, 4/Carton;Corporate;Furniture;Chairs;374;87
Office Star;Office Star Flex Back Scooter Chair with White Frame;Consumer;Furniture;Chairs;1076;10
Hon;Hon 61000 Series Interactive Training Tables;Home Office;Furniture;Tables;1172;111
Acco;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";Home Office;Office Supplies;Binders;346;151
Newell;Newell 349;Consumer;Office Supplies;Art;1567;252
Other;BPI Conference Tables;Consumer;Furniture;Tables;1061;214
Other;Telescoping Adjustable Floor Lamp;Consumer;Furniture;Furnishings;763;206
Boston;Boston School Pro Electric Pencil Sharpener, 1670;Consumer;Office Supplies;Art;1194;409
Xerox;Xerox 1901;Consumer;Office Supplies;Paper;1845;329
Acme;Acme Elite Stainless Steel Scissors;Consumer;Office Supplies;Supplies;1268;180
Avery;Avery Printable Repositionable Plastic Tabs;Home Office;Office Supplies;Binders;1511;1
Xerox;Xerox 1898;Home Office;Office Supplies;Paper;255;491
Hoover;Hoover Shoulder Vac Commercial Portable Vacuum;Corporate;Office Supplies;Appliances;1294;348
Staple envelope;Staple envelope;Corporate;Office Supplies;Envelopes;29;492
Office Star;Office Star - Mesh Screen back chair with Vinyl seat;Consumer;Furniture;Chairs;212;417
Novimex;Novimex High-Tech Fabric Mesh Task Chair;Consumer;Furniture;Chairs;1399;320
Sauder;Sauder Camden County Collection Libraries, Planked Cherry Finish;Consumer;Furniture;Bookcases;1088;65
Boston;Boston KS Multi-Size Manual Pencil Sharpener;Consumer;Office Supplies;Art;669;235
Xerox;Xerox 1968;Consumer;Office Supplies;Paper;1751;192
Samsung;Samsung Galaxy Mega 6.3;Consumer;Technology;Phones;349;230
Other;Coloredge Poster Frame;Consumer;Furniture;Furnishings;1230;449
GBC;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;Consumer;Office Supplies;Binders;518;484
Tensor;Tensor Brushed Steel Torchiere Floor Lamp;Corporate;Furniture;Furnishings;1464;418
Maxell;Maxell 4.7GB DVD+R 5/Pack;Corporate;Technology;Accessories;968;36
Apple;Apple iPhone 5S;Corporate;Technology;Phones;633;445
Newell;Newell 336;Consumer;Office Supplies;Art;1447;130
Staples in misc. colors;Staples in misc. colors;Consumer;Office Supplies;Art;108;30
Sanford;Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow;Consumer;Office Supplies;Art;542;99
Other;9-3/4 Diameter Round Wall Clock;Home Office;Furniture;Furnishings;571;193
GE;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;Consumer;Furniture;Furnishings;1670;89
Other;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;Consumer;Furniture;Furnishings;1107;335
Xerox;Xerox 1972;Consumer;Office Supplies;Paper;74;109
Other;Recycled Eldon Regeneration Jumbo File;Consumer;Office Supplies;Storage;512;457
Acco;Acco Six-Outlet Power Strip, 4' Cord Length;Home Office;Office Supplies;Appliances;881;150
Newell;Newell 344;Home Office;Office Supplies;Art;1259;399
Advantus;Advantus T-Pin Paper Clips;Home Office;Office Supplies;Fasteners;1155;228
Eldon;Eldon Portable Mobile Manager;Home Office;Office Supplies;Storage;368;18
Mitel;Mitel MiVoice 5330e IP Phone;Home Office;Technology;Phones;1404;423
Newell;Newell 332;Corporate;Office Supplies;Art;1169;443
Other;Canvas Sectional Post Binders;Corporate;Office Supplies;Binders;1153;118
Howard Miller;Howard Miller Distant Time Traveler Alarm Clock;Consumer;Furniture;Furnishings;1483;353
Other;Vinyl Sectional Post Binders;Consumer;Office Supplies;Binders;554;54
Xerox;Xerox 209;Consumer;Office Supplies;Paper;264;105
3D Systems;3D Systems Cube Printer, 2nd Generation, White;Consumer;Technology;Machines;801;481
SAFCO;Safco Drafting Table;Consumer;Furniture;Tables;614;42
Motorola;Motorola HK250 Universal Bluetooth Headset;Consumer;Technology;Phones;1500;9
Newell;Newell 314;Consumer;Office Supplies;Art;312;29
OIC;OIC Stacking Trays;Consumer;Furniture;Furnishings;1001;93
GBC;GBC Standard Therm-A-Bind Covers;Corporate;Office Supplies;Binders;463;57
Newell;Newell Chalk Holder;Consumer;Office Supplies;Art;144;484
Memorex;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;Consumer;Technology;Accessories;1233;12
Other;Speck Products Candyshell Flip Case;Consumer;Technology;Phones;1214;136
Other;Contemporary Wood/Metal Frame;Consumer;Furniture;Furnishings;1529;194
Avery;Avery File Folder Labels;Consumer;Office Supplies;Labels;350;217
Other;Toshiba IPT2010-SD IP Telephone;Consumer;Technology;Phones;1008;262
Xerox;Xerox 1959;Corporate;Office Supplies;Paper;1211;100
Other;Coloredge Poster Frame;Corporate;Furniture;Furnishings;1230;243
GBC;GBC VeloBinder Manual Binding System;Corporate;Office Supplies;Binders;170;117
Lesro;Lesro Round Back Collection Coffee Table, End Table;Corporate;Furniture;Tables;956;251
Other;Aluminum Screw Posts;Corporate;Office Supplies;Binders;1291;452
Xerox;Xerox 22;Corporate;Office Supplies;Paper;1239;35
Xerox;Xerox 1942;Corporate;Office Supplies;Paper;817;423
Panasonic;Panasonic KX TS208W Corded phone;Consumer;Technology;Phones;952;282
Staple remover;Staple remover;Consumer;Office Supplies;Supplies;490;431
Advantus;Advantus T-Pin Paper Clips;Consumer;Office Supplies;Fasteners;1155;353
Holmes;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;Corporate;Office Supplies;Appliances;52;489
Fellowes;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Corporate;Office Supplies;Storage;57;297
BIC;BIC Liqua Brite Liner;Consumer;Office Supplies;Art;1696;370
Other;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";Corporate;Office Supplies;Binders;1827;164
Peel & Seel;Peel & Seel Recycled Catalog Envelopes, Brown;Corporate;Office Supplies;Envelopes;1068;72
Wilson Jones;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Corporate;Office Supplies;Binders;208;131
Motorola;Motorla HX550 Universal Bluetooth Headset;Corporate;Technology;Phones;1575;222
Xerox;Xerox 1919;Corporate;Office Supplies;Paper;210;172
Other;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;Corporate;Technology;Phones;1720;485
Hon;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;Consumer;Furniture;Tables;958;466
Hon;Hon 61000 Series Interactive Training Tables;Consumer;Furniture;Tables;1172;79
Avery;Avery Durable Binders;Home Office;Office Supplies;Binders;548;403
Iceberg;Iceberg Mobile Mega Data/Printer Cart;Home Office;Office Supplies;Storage;1406;134
Avery;Avery Durable Slant Ring Binders;Corporate;Office Supplies;Binders;1649;257
Southworth;Southworth 100% Résumé Paper, 24lb.;Consumer;Office Supplies;Paper;156;129
Memorex;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;Consumer;Technology;Accessories;1087;339
Global;Global Ergonomic Managers Chair;Corporate;Furniture;Chairs;1434;481
Adams;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";Corporate;Office Supplies;Paper;904;428
O'Sullivan;O'Sullivan Plantations 2-Door Library in Landvery Oak;Consumer;Furniture;Bookcases;1445;406
Crayola;Crayola Anti Dust Chalk, 12/Pack;Consumer;Office Supplies;Art;1558;358
Other;Ames Color-File Green Diamond Border X-ray Mailers;Consumer;Office Supplies;Envelopes;1043;471
Xerox;Xerox 214;Consumer;Office Supplies;Paper;1110;105
GBC;GBC Recycled Grain Textured Covers;Consumer;Office Supplies;Binders;83;186
Fellowes;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;Consumer;Office Supplies;Storage;1566;288
Dixon;DIXON Oriole Pencils;Consumer;Office Supplies;Art;492;389
Office Star;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;Corporate;Furniture;Chairs;1106;253
O'Sullivan;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;Consumer;Furniture;Bookcases;1428;253
Office Impressions;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;Home Office;Office Supplies;Storage;524;224
Sauder;Sauder Forest Hills Library, Woodland Oak Finish;Consumer;Furniture;Bookcases;1424;186
Sterilite;Sterilite Officeware Hinged File Box;Consumer;Office Supplies;Storage;1461;390
Hon;Hon Deluxe Fabric Upholstered Stacking Chairs;Consumer;Furniture;Chairs;580;470
Fellowes;Fellowes Command Center 5-outlet power strip;Consumer;Office Supplies;Appliances;1561;30
Avery;Avery Hi-Liter Smear-Safe Highlighters;Consumer;Office Supplies;Art;1261;25
Other;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;Consumer;Technology;Phones;1720;342
Wirebound;Wirebound Message Book, 4 per Page;Consumer;Office Supplies;Paper;853;264
Adams;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";Corporate;Office Supplies;Paper;1242;316
Other;PayAnywhere Card Reader;Corporate;Technology;Phones;1754;295
Other;DataProducts Ampli Magnifier Task Lamp, Black,;Consumer;Furniture;Furnishings;642;435
Plantronics;Plantronics Calisto P620-M USB Wireless Speakerphone System;Consumer;Technology;Phones;1320;138
Motorola;Motorola L804;Consumer;Technology;Phones;422;27
GBC;GBC Premium Transparent Covers with Diagonal Lined Pattern;Consumer;Office Supplies;Binders;638;381
Executive Impressions;Executive Impressions Supervisor Wall Clock;Consumer;Furniture;Furnishings;1306;87
SanDisk;SanDisk Cruzer 32 GB USB Flash Drive;Consumer;Technology;Accessories;735;465
SAFCO;SAFCO Arco Folding Chair;Home Office;Furniture;Chairs;786;451
DAX;DAX Wood Document Frame;Home Office;Furniture;Furnishings;205;420
KI;KI Adjustable-Height Table;Home Office;Furniture;Tables;280;429
Other;Innergie mMini Combo Duo USB Travel Charging Kit;Home Office;Technology;Phones;241;436
Samsung;Samsung Galaxy S4 Mini;Home Office;Technology;Phones;1444;47
Other;Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210;Home Office;Office Supplies;Appliances;782;311
Other;Binding Machine Supplies;Home Office;Office Supplies;Binders;1223;173
Holmes;Holmes HEPA Air Purifier;Corporate;Office Supplies;Appliances;1501;400
Fellowes;Fellowes Superior 10 Outlet Split Surge Protector;Corporate;Office Supplies;Appliances;677;352
Newell;Newell 347;Corporate;Office Supplies;Art;342;119
TOPS;Tops White Computer Printout Paper;Corporate;Office Supplies;Paper;1422;364
Enermax;Enermax Briskie RF Wireless Keyboard and Mouse Combo;Corporate;Technology;Accessories;112;83
Howard Miller;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Corporate;Furniture;Furnishings;316;0
Memorex;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;Corporate;Technology;Accessories;1087;239
Other;American Pencil;Consumer;Office Supplies;Art;207;207
Avery;Avery Flip-Chart Easel Binder, Black;Consumer;Office Supplies;Binders;85;159
Eldon;Eldon 200 Class Desk Accessories;Consumer;Furniture;Furnishings;1387;426
Other;Premium Transparent Presentation Covers by GBC;Consumer;Office Supplies;Binders;703;463
Belkin;Belkin 5 Outlet SurgeMaster Power Centers;Consumer;Office Supplies;Appliances;1216;304
Other;Pencil and Crayon Sharpener;Consumer;Office Supplies;Art;1807;278
Griffin;Griffin GC17055 Auxiliary Audio Cable;Consumer;Technology;Phones;228;187
GBC;GBC DocuBind P100 Manual Binding Machine;Corporate;Office Supplies;Binders;399;28
Xerox;Xerox 1909;Corporate;Office Supplies;Paper;177;499
Luxo;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;Home Office;Furniture;Furnishings;1577;382
Deflect-o;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;Home Office;Furniture;Furnishings;1629;479
Riverside;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;Home Office;Furniture;Tables;765;239
Xerox;Xerox 210;Home Office;Office Supplies;Paper;798;106
Xerox;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);Home Office;Office Supplies;Paper;1015;288
Luxo;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;Home Office;Furniture;Furnishings;1577;34
Eldon;Eldon Image Series Desk Accessories, Burgundy;Home Office;Furniture;Furnishings;1137;296
BIC;BIC Brite Liner Grip Highlighters;Home Office;Office Supplies;Art;544;452
Other;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;Consumer;Office Supplies;Paper;270;31
Other;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;Corporate;Office Supplies;Envelopes;1491;333
Other;Google Nexus 5;Corporate;Technology;Phones;1238;328
Other;Round Specialty Laser Printer Labels;Consumer;Office Supplies;Labels;36;409
Hon;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;Consumer;Furniture;Chairs;527;491
Executive Impressions;"Executive Impressions 13"" Chairman Wall Clock";Consumer;Furniture;Furnishings;327;268
OIC;Binder Clips by OIC;Consumer;Office Supplies;Fasteners;293;420
Fellowes;Fellowes Officeware Wire Shelving;Home Office;Office Supplies;Storage;438;440
Iris;Iris 3-Drawer Stacking Bin, Black;Home Office;Office Supplies;Storage;1272;221
Panasonic;Panasonic Business Telephones KX-T7736;Home Office;Technology;Phones;1846;135
Other;Contemporary Borderless Frame;Home Office;Furniture;Furnishings;409;30
SAFCO;SAFCO Arco Folding Chair;Home Office;Furniture;Chairs;786;163
Other;Lock-Up Easel 'Spel-Binder';Home Office;Office Supplies;Binders;1168;194
Boston;BOSTON Ranger #55 Pencil Sharpener, Black;Consumer;Office Supplies;Art;151;260
Other;Home/Office Personal File Carts;Consumer;Office Supplies;Storage;1548;18
Kensington;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;Home Office;Office Supplies;Appliances;1334;221
SanDisk;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;Corporate;Technology;Accessories;681;114
Bush;Bush Advantage Collection Racetrack Conference Table;Consumer;Furniture;Tables;233;33
Logitech;Logitech Wireless Gaming Headset G930;Consumer;Technology;Accessories;141;356
OtterBox;OtterBox Defender Series Case - Samsung Galaxy S4;Home Office;Technology;Phones;1510;243
Global;Global Commerce Series Low-Back Swivel/Tilt Chairs;Consumer;Furniture;Chairs;430;55
Eldon;Eldon Wave Desk Accessories;Corporate;Furniture;Furnishings;157;148
Ibico;Ibico Presentation Index for Binding Systems;Corporate;Office Supplies;Binders;1427;489
Tennsco;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";Corporate;Office Supplies;Storage;1324;305
Tenex;"Tenex ""The Solids"" Textured Chair Mats";Home Office;Furniture;Furnishings;1329;326
DMI;DMI Arturo Collection Mission-style Design Wood Chair;Consumer;Furniture;Chairs;318;190
Cisco;Cisco SPA112 2 Port Phone Adapter;Consumer;Technology;Phones;574;226
Cardinal;Cardinal HOLDit! Binder Insert Strips,Extra Strips;Consumer;Office Supplies;Binders;130;265
Xerox;Xerox 1905;Consumer;Office Supplies;Paper;1757;194
Global;Global Commerce Series High-Back Swivel/Tilt Chairs;Consumer;Furniture;Chairs;164;345
Acco;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";Consumer;Office Supplies;Binders;596;79
Avery;Avery 483;Consumer;Office Supplies;Labels;98;225
Ultra;"Ultra Door Kickplate, 8""H x 34""W";Consumer;Furniture;Furnishings;1671;412
Other;Personal File Boxes with Fold-Down Carry Handle;Consumer;Office Supplies;Storage;1260;374
Avery;Avery Durable Slant Ring Binders, No Labels;Consumer;Office Supplies;Binders;882;133
Advantus;Advantus Push Pins, Aluminum Head;Consumer;Office Supplies;Fasteners;323;498
Tennsco;Tennsco Lockers, Gray;Consumer;Office Supplies;Storage;916;234
Gould Plastics;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;Consumer;Office Supplies;Storage;558;156
Panasonic;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;Consumer;Technology;Phones;1519;313
Xerox;Xerox 201;Corporate;Office Supplies;Paper;1588;212
Global;Global Comet Stacking Armless Chair;Home Office;Furniture;Chairs;560;134
Xerox;Xerox 214;Home Office;Office Supplies;Paper;1110;67
Other;Quality Park Security Envelopes;Home Office;Office Supplies;Envelopes;1077;171
Belkin;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;Home Office;Technology;Phones;1455;209
Fellowes;Fellowes Basic Home/Office Series Surge Protectors;Consumer;Office Supplies;Appliances;856;467
Other;Recycled Pressboard Report Cover with Reinforced Top Hinge;Consumer;Office Supplies;Binders;308;147
AT&T;AT&T SB67148 SynJ;Consumer;Technology;Phones;304;385
Jabra;Jabra BIZ 2300 Duo QD Duo Corded Headset;Consumer;Technology;Phones;1551;104
GE;GE 30524EE4;Consumer;Technology;Phones;13;236
Other;Magna Visual Magnetic Picture Hangers;Home Office;Furniture;Furnishings;1520;422
Acco;Acco 3-Hole Punch;Consumer;Office Supplies;Binders;884;5
SAFCO;Safco Industrial Shelving;Consumer;Office Supplies;Storage;1189;50
Other;Sabrent 4-Port USB 2.0 Hub;Consumer;Technology;Accessories;1204;234
Hon;Hon Metal Bookcases, Putty;Consumer;Furniture;Bookcases;1234;34
Xerox;Xerox 1947;Consumer;Office Supplies;Paper;254;162
Office Star;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Corporate;Furniture;Chairs;865;438
Panasonic;Panasonic KP-380BK Classic Electric Pencil Sharpener;Corporate;Office Supplies;Art;1340;434
Anker;Anker Astro 15000mAh USB Portable Charger;Corporate;Technology;Phones;1630;57
Other;Manco Dry-Lighter Erasable Highlighter;Corporate;Office Supplies;Art;1471;158
Newell;Newell 309;Consumer;Office Supplies;Art;1438;347
Fellowes;Fellowes Advanced Computer Series Surge Protectors;Corporate;Office Supplies;Appliances;247;469
Prang;Prang Dustless Chalk Sticks;Corporate;Office Supplies;Art;319;152
